Class,System,Name,Description,CBSA,CBSA_Name,Latitude,Longitude
Cyber Company,Private Company,Physicians Data Network,"Provider of web-enabled on-line management tool. The company develops online tools that allows healthcare providers to monitor Medicare fraud and abuse regulatory compliance, measure productivity and manage revenue.",12060,Atlanta,33.913665,-84.360123
Cyber Company,Private Company,Pindrop,"Developer of a phone fraud detection and call center authentication technology designed to provide real time identity and security on every voice communication and related devices. The company's technology can identify, locate and authenticate phone devices from the call audio thereby detecting fraudulent calls, as well as verifies legitimate callers, enabling enterprise call centers to reduce call time and improve their customers experience even while reducing fraud losses.",12060,Atlanta,33.776933,-84.384318
Cyber Company,Private Company,Pinn,"Developer of authorization technology intended to create digital identities for authentication. The company's technology uses artificial intelligence and sensor data to learn the attributes that make individuals unique, enabling businesses to change the way they secure critical infrastructure and the way they identify humans in the cyber domain.",12060,Atlanta,34.048991,-84.309406
Cyber Company,Private Company,Pramana,"Developer of applications that handle fraud detection online. The company allows users to provides protection from automated bots and malicious human fraudsters by detecting, tagging, and analyzing suspect traffic in real time.",12060,Atlanta,34.039434,-84.292803
Cyber Company,Private Company,Presidio,"Presidio Inc is an information technology company based in the United States. Its services are rendered through three divisions, Digital Infrastructure, Cloud and Security solutions. Its solutions include advanced networking, IoT, data analytics, data center modernization, hybrid and multi-cloud, cyber risk management and enterprise mobility. The company serves customers from various industry including healthcare, professional services, financial services, governments, education, and professional services.",12060,Atlanta,33.847975,-84.367439
Cyber Company,Private Company,Prime Technical Services,"Provider of IT consulting and outsourcing services intended to automate management of IT systems. The company's services includes cybersecurity management, remote and onsite support, cloud hosting, cloud integration, disaster recovery, network setup and management, enabling businesses manage IT operations and improve customer engagement in a cost effective way.",12060,Atlanta,33.852597,-84.374737
Cyber Company,Private Company,Proficio,"Provider of cloud-based cybersecurity services. The company specializes in assisting organizations with their information technology security systems and related services. It offers services such as managed security service, threat detection, SOC 2 audits and reports and meeting compliance requirements among others.",12060,Atlanta,33.85077,-84.36148
Cyber Company,Private Company,providyn,"The company primarily operates in the Commercial Services industry. providyn was founded in 1986 and is headquartered in Atlanta, GA.",12060,Atlanta,33.920213,-84.378538
Cyber Company,Private Company,Purewire,"Provider of security software-as-a-service (SaaS) that provides protection to business and social interactions on the Web against malicious people, places and things. The company's software protects the large and small enterprises from malware, phishing, identity theft, and harmful activity online.",12060,Atlanta,33.754813,-84.382416
Cyber Company,Private Company,RapidFire Tools,"Provider of business building technology tools for Managed Service providers (MSP) and resellers. The company's tools can quickly and easily capture a vast amount of network assets, users, configurations and vulnerabilities without installing any software, probes or agents, protects organizations from internal threats by alerting on anomalous activity, suspicious changes and vulnerabilities caused by misconfigurations. The tools also offer internal cyber security threat detection and alerting.",12060,Atlanta,33.930336,-84.352418
Cyber Company,Private Company,RedLock,"Developer of a infrastructure security platform designed to provide deep security visibility and anomaly detection for dynamic environments. The company's cloud-based infrastructure security platform automatically discovers workloads within an environment and enables continuous monitoring, anomaly detection, cloud forensics, adaptive response and compliance reporting, enabling organizations to accelerate digital business by managing security and compliance risks across their entire public cloud infrastructure without impeding collaboration between software developers and IT operations to automate software delivery.",12060,Atlanta,33.787517,-84.382632
Cyber Company,Private Company,Reduxio Systems,"Developer of a time-based storage and data management platform designed to redefine data management and protection. The company's platform is a time-based data storage management technology puts data at the middle of its architecture that helps to complete virtualization of all types of storage, enabling organizations to deliver the most effective storage for the most demanding enterprise applications.",12060,Atlanta,33.926901,-84.34845
Cyber Company,Private Company,S.A.F.E Management,"Provider of event management. The company operates within the industries of systems and information management, network management software, and automation/workflow software.",12060,Atlanta,33.760505,-84.399626
Cyber Company,Private Company,SafelyLocked,"Provider of a web-based privacy and security software designed to offer security with easy-to-use applications. The company's software is easy-to-use, cost-effective, flexible and secured, enabling individuals, businesses and institutions to share, transmit and manage data of any kind and size, across a broad array of operating systems and devices, from smartphones to supercomputers.",12060,Atlanta,33.800009,-84.359747
Cyber Company,Private Company,Saviynt,"Developer of cloud security and identity governance software intended to help enterprises increase operational efficiency and reduce risk. The company's software combines granular application access, risk and usage analytics, real-time prevention with out-of-box risk signatures and SOD rules to integrate risk analytics and intelligence with privilege management, enabling enterprises to secure applications, data and infrastructure in a single platform.",12060,Atlanta,33.915711,-84.376745
Cyber Company,Private Company,Secureworks,,12060,Atlanta,33.916212,-84.35349
Cyber Company,Private Company,SecureWorks (NAS: SCWX),"SecureWorks Corp is a provider of intelligence-driven information security solutions exclusively focused on protecting its clients from cyber-attacks. Its solutions enable organizations to fortify their cyber defenses to prevent security breaches. The company's solutions include managed security, threat intelligence, security and risk consulting, and incident response. Its solutions enable organizations to fortify their cyber defenses to prevent security breaches, detect malicious activity in real time, prioritize and respond to security incidents, and predict emerging threats.",12060,Atlanta,33.916212,-84.35349
Cyber Company,Private Company,Security Axioms,"Developer of a host-based anti-malware system designed to offer IT security services. The company's host-based anti-malware system is based on virtual machine monitoring and memory analysis technologies and offers services such as IT security architecture, security code analysis, cryptographic software development, threat and risk assessments, enabling companies to maintain It securities and save networks from any cyber attacks.",12060,Atlanta,33.87916,-84.396644
Cyber Company,Private Company,Securonix,"Provider of Saas based big data security analytics platform designed to transform security management with risk intelligence. The company's security intelligence platform uses Hadoop and machine learning technology to consume, enrich and analyze massive volumes of data in real-time, enabling clients to detect and prioritize insider threat, cyber threat, cloud and fraud attacks automatically and accurately.",12060,Atlanta,33.915711,-84.376745
Cyber Company,Private Company,SeeGee Technologies,"Provider of information technology security services. The company specializes in security and networking technologies, managed services and staff augmentation service for enterprise, federal and local government agencies, hospitals, colleges and non-profit businesses.",12060,Atlanta,33.909895,-84.43162
Cyber Company,Private Company,Syfer,"Developer of computer and network security software and hardware aimed at secure user's personal data. The company created hardware component, which connects to user's modem and wireless router to create a secure connection for all computers and smart devices in their home, once connected, company's software, encrypts user's data through a smart VPN, rerouting traffic to provide privacy and security without slowing down streaming, enabling to stop any sensitive data from being shared with internet providers without user permission.",12060,Atlanta,33.948465,-84.398458
Cyber Company,Private Company,Terminus Consulting,"Provider of software development services intended to develop insurance software. The company's computer software development services provides comprehensive information technology (IT) consulting services in every aspect of internet business, with focus on cloud storage, cloud IAM, start-up incubation, development and information security, enabling insurance industry companies in the insurance industry to meet the software needs.",12060,Atlanta,33.920405,-84.355854
Cyber Company,Private Company,Tranzhalo,"Provider of cybersecurity SaaS services, intended to help for the connected fleet market. The company's services offers operators with real-time insights, data collection, machine learning technology, proprietary predictive analytic algorithms, remediation guidance for in-vehicle cybersecurity, risk and compliance issues, enabling connected and autonomous fleets to detect, evaluate and remediate\s risk both ""inside"" and ""outside"" the vehicle.",12060,Atlanta,34.076933,-84.273678
Cyber Company,Private Company,Tripwire,"Developer of cybersecurity software and provider of security, compliance and information technology services. The company's services include configuration and policy management, file integrity monitoring, vulnerability management and log intelligence, enabling enterprises, industrial organizations, service providers and government agencies to detect, prevent and respond to cybersecurity threats.",12060,Atlanta,34.070587,-84.276226
Cyber Company,Private Company,VDart Digital,"Developer of a digital platform designed to provide digital transformations within the IoT, Analytics, Cloud, Cyber-security, and Artificial Intelligence spaces. The company's platform specialize in the on-boarding, management and secure provisioning of sensors, devices and IOT assets, connects data from sensors, devices or other data points into your backend and existing systems and facilitates IOT data visualization, enabling organization to design or implement with quality and speed.",12060,Atlanta,34.051912,-84.229355
Cyber Company,Private Company,Veracity Industrial Networks,"Provider of a secure industrial network designed to manage all connected devices and their communications. The company's platform is a secure-by-design, deny-by-default network that moves beyond detection and alerting of cyber events into a resilient network that reduces the attack surface, ensuring communication between devices.",12060,Atlanta,33.848665,-84.373392
Cyber Company,Private Company,VistaScape Security Systems,"Provider of automated wide-area surveillance systems. The company offers real-time intelligent analysis of surveillance video, GPS, RFID and other sensor data for protecting national borders, industrial facilities, transportation hubs and military bases.",12060,Atlanta,33.916638,-84.34952
Cyber Company,Private Company,VT Group,"Provider of C4ISR and Enterprise IT solutions and logistic services. The company offers network management, C4ISR (capabilities, command, control, communications, computers, intelligence, surveillance, and reconnaissance) solutions, supply chain management, critical asset management, equipment life-cycle support, equipment training and fielding, custom fabrication, cybersecurity, electronic technology and more to government and commercial customers.",12060,Atlanta,34.041719,-84.318608
Cyber Company,Private Company,Whisper Communications,"Provider of wireless networking services designed to commercialize physical layer security technologies. The company's wireless networking services are focused on technologies where data security is tied to proximity to the data source, enabling IT companies to monitor, track and control devices at fixed location.",12060,Atlanta,33.777648,-84.389302
Cyber Company,Private Company,Zyston,"Operator of a strategic information security advisory firm created to help companies develop their own security systems. The company offers strategic security advisory services that helps corporations to make decisions about executing information security programs for their mission-critical assets. It also offers the human capital expertise required to implement and execute sustainable information security programs enabling companies to build and operate mature, cost-effective security programs.",12060,Atlanta,33.916988,-84.354571
Cyber Company,Private Company,Ellijay Telephone Company,"The company primarily operates in the Commercial Services industry. Ellijay Telephone Company was founded in 2000 and is headquartered in Ellijay, GA.",12060,Atlanta,34.698617,-84.481869
Cyber Company,Private Company,Bay Data Consultants,"Provider of information systems solutions consultancy services. The company's services include project management, e-commerce, security, enterprise solutions, applications solutions, network integration services, wide area network and carrier relations, storage management, managed services, and high availability and systems management.",12060,Atlanta,34.035238,-84.061274
Cyber Company,Private Company,CoreHarbor,"Provider of Ariba-focused business-to-business e-commerce hosting and management software services. The company's e-commerce hosting platform offers full-service hosted and managed services and remotely managed application support for the rapid deployment and management of comprehensive spend management suite including spend analysis, procurement, sourcing, contracts and invoicing to small and medium sized businesses.",12060,Atlanta,33.959838,-84.237223
Cyber Company,Private Company,Corus Group,"Provider of technology and outsourcing services. The company offers data center transformation, program and project management, recovery services, cloud management, IT security, and other related services.",12060,Atlanta,33.965391,-84.217418
Cyber Company,Private Company,Digital Envoy,"Provider of Internet protocol intelligence technology solutions for online channels. The company offers non-invasive Internet protocol intelligence solutions to ad networks, publishers, technology and e-commerce companies, and analytics platforms for targeted online advertising, content localization, geographic rights management, analytics, and local search. It provides online fraud detection and prevention solutions to financial services organizations and enterprises for securing online identities, accounts, information, and transactions against Internet fraud and identity theft.",12060,Atlanta,33.964184,-84.222209
Cyber Company,Private Company,Flexential,"Provider of hybrid information technology infrastructure and data center services intended to offer secure infrastructure. The company's information technology infrastructure and data center services include colocation, connectivity, cloud, and managed services through its secure, private network and enterprise-class data centers, enabling the organizations to optimize, host and manage complex information technology infrastructure.",12060,Atlanta,33.954797,-84.198598
Cyber Company,Private Company,Fortiphyd Logic,"Provider of cyber security platform designed to secures industrial control system networks. The company's cyber security platform detects bad actors on industrial control networks and provides valuable tools for operational efficiency, enabling entrepreneur to protect their data.",12060,Atlanta,33.972386,-84.231986
Cyber Company,Private Company,GC&E Systems,"Provider of IT-based services based in Peachtree Corners, Georgia. The company offers systems integration and engineering, cybersecurity, information technology and electronic security catering to the needs of military, government as well as commercial market.",12060,Atlanta,33.95336,-84.228526
Cyber Company,Private Company,"Guidance Consulting, Inc","Provider of information security, vulnerability management, network security, and data security. The company operates within the industries of network management software, systems and information management, and it consulting and outsourcing.",12060,Atlanta,33.983453,-84.09122
Cyber Company,Private Company,Integrated Excellence,"Provider of low-voltage pre-wiring for new construction home builders. The company provides security systems, home theater systems, distributed audio systems, computer and network systems, flat panel TV conduit wiring, intercom systems and central vacuum systems.",12060,Atlanta,33.959128,-84.19624
Cyber Company,Private Company,LIGATT Security International (2 Web Sites),"Two online security websites of United States. The websites provides online security services such as cyber security news, anti hacking information and others.",12060,Atlanta,33.953449,-84.231789
Cyber Company,Private Company,MailMosh,"Operaotor of a cybersecurity company intended to help customers protect their email inboxes from spammers and scammers. The company offers comprehensive email security, privacy and control suite for organizations, empowers employees to defend your organization from phishing, competitive intelligence and malware and integrates gateway with numerous services, enabling organizations to provide comprehensive security.",12060,Atlanta,33.963985,-84.218027
Cyber Company,Private Company,NAVEX Global,"Provider of ethics and compliance intelligence services intended to help organizations protect their people, reputation and profitability. The company works with its clients to manage ethics and compliance programs through a deep portfolio of services, including incident management software, whistleblower hotlines, policy management and online training software, third-party risk management and expert advisory consulting services.",12060,Atlanta,33.964683,-84.214892
Cyber Company,Private Company,Recall,"Recall Holdings Ltd is a provider of information management in both digital and paper form, and is one of two global providers in the space. The company generates revenue from storage fees, nonstorage fees, and consulting and termination fees. Storage and nonstorage fees are recurring, and are often based on long-term contracts, as well as being activity-based. Recall is under a takeover offer by Iron Mountain, based on AUD 8.50 cash, or 0.1722 of an Iron Mountain share plus USD 0.50, for each Recall share.",12060,Atlanta,33.919503,-84.203244
Cyber Company,Private Company,SJ Technologies,"Provider of IT consulting and outsourcing services intended to automate management of IT systems. The company's services includes IT modernization, cloud hosting, graphical storytelling, devops coaching services, devops dojo services and micro-services architecture, enabling corporations and agencies to become high-performing organizations.",12060,Atlanta,34.120727,-84.005224
Cyber Company,Private Company,SoftServe,"Provider of IT consulting and outsourcing services intended to automate the management of IT systems. The company's services include cybersecurity management, remote and onsite support, cloud hosting, cloud integration, disaster recovery and network setup and management, enabling businesses to manage IT operations and improve their customer engagement.",12060,Atlanta,33.990233,-84.090687
Cyber Company,Private Company,Telemate Net Software,"Provider of communication and web security services. The company provides web monitoring, web security, cloud based service and data monitoring services in US.",12060,Atlanta,33.972211,-84.223558
Cyber Company,Private Company,Tilson,"Provider of information technology management services designed to help organizations to innovate and deliver. The company offers IT project management, information security consulting, software development, wireless site acquisition and telecommunications project management, enabling the telecom, construction and utility sectors to organize and manage their global supply chain.",12060,Atlanta,33.96604,-84.197537
Cyber Company,Private Company,Arlington Computer Products,"Developer of Informational Technology (IT) applications for private and public companies throughout North America. The company offers cybersecurity, data center, networking, lifecycle management, and managed IT services, helping small to midsize businesses, large enterprises, school districts, government agencies and other organizations to reduce total cost of IT ownership and increase productivity and revenue.",12060,Atlanta,33.395839,-84.309704
Innovation Center,Innovation Center,Kennesaw State University Institute for Cybersecurity Workforce Development,,12060,Atlanta,33.938309,-84.517742
Innovation Center,Innovation Center,Baker Donnelson Cybersecurity Accelerator,,12060,Atlanta,33.850215,-84.36399
Innovation Center,Innovation Center,Honeywell Industrial Cyber Security Lab,,12060,Atlanta,33.774022,-84.3839
Innovation Center,Innovation Center,Global Crypto,,12060,Atlanta,33.777452,-84.389102
Innovation Center,Innovation Center,Georgia Tech Institute for Information Security & Privacy,,12060,Atlanta,33.777244,-84.396235
Post Secondary,University System of Georgia                                                    ,University of West Georgia,,12060,Atlanta,33.573621,-85.097762
Post Secondary,University System of Georgia                                                    ,Clayton  State University,,12060,Atlanta,33.594079,-84.328174
Post Secondary,-2,Life University,,12060,Atlanta,33.932781,-84.514729
Post Secondary,Technical College System of Georgia                                             ,Chattahoochee Technical College,,12060,Atlanta,33.929092,-84.553722
Post Secondary,Lincoln Educational Services                                                    ,Lincoln College of Technology-Marietta,,12060,Atlanta,33.904619,-84.483943
Post Secondary,University System of Georgia                                                    ,Kennesaw State University,,12060,Atlanta,34.038807,-84.583052
Post Secondary,Interactive Learning Systems Inc.                                               ,Interactive College of Technology-Chamblee,,12060,Atlanta,33.887956,-84.303159
Post Secondary,-2,Emory University,,12060,Atlanta,33.790183,-84.325512
Post Secondary,Technical College System of Georgia                                             ,Georgia Piedmont Technical College,,12060,Atlanta,33.789898,-84.234504
Post Secondary,"Strategic Education, Inc.                                                       ",Strayer University-Georgia,,12060,Atlanta,33.874236,-84.275624
Post Secondary,Adtalem Global Education                                                        ,DeVry University-Georgia,,12060,Atlanta,33.775112,-84.297316
Post Secondary,Technical College System of Georgia                                             ,Atlanta Technical College,,12060,Atlanta,33.712009,-84.404995
Post Secondary,University System of Georgia                                                    ,Atlanta Metropolitan State College,,12060,Atlanta,33.70893,-84.404659
Post Secondary,-2,Clark Atlanta University,,12060,Atlanta,33.747628,-84.412584
Post Secondary,University System of Georgia                                                    ,Georgia Institute of Technology-Main Campus,,12060,Atlanta,33.77242,-84.394832
Post Secondary,University System of Georgia                                                    ,Georgia State University,,12060,Atlanta,33.7527,-84.38667
Post Secondary,"Herzing University, LTD.                                                        ",Herzing University-Atlanta,,12060,Atlanta,33.754218,-84.387251
Post Secondary,-2,Morehouse College,,12060,Atlanta,33.745982,-84.414917
Post Secondary,-2,Spelman College,,12060,Atlanta,33.745279,-84.411527
Post Secondary,Education Management Corporation                                                ,Argosy University-Atlanta,,12060,Atlanta,33.920309,-84.355456
Post Secondary,Career Education Corporation                                                    ,American InterContinental University-Atlanta,,12060,Atlanta,33.938779,-84.354907
Post Secondary,University of Phoenix                                                           ,University of Phoenix-Georgia,,12060,Atlanta,33.928881,-84.35887
Post Secondary,Technical College System of Georgia                                             ,Gwinnett Technical College,,12060,Atlanta,33.962763,-84.066224
Post Secondary,Zenith Group                                                                    ,Altierus Career College-Norcross,,12060,Atlanta,33.934121,-84.155475
Post Secondary,University System of Georgia                                                    ,Georgia Gwinnett College,,12060,Atlanta,33.979409,-84.00459
Post Secondary,Technical College System of Georgia                                             ,West Georgia Technical College,,12060,Atlanta,33.691657,-85.183666
Post Secondary,Technical College System of Georgia                                             ,Southern Crescent Technical College,,12060,Atlanta,33.255438,-84.291662
Cyber Company,Private Company,LNO,"Provider of advanced technical solutions based in Augusta, Georgia. The company provides a wide array of technical services and support including IT/communications training and development; cybersecurity operations; information assurance and network engineering, new equipment fielding and training, systems engineering, testing, and integration; logistics support and analysis to its clients.",12260,Augusta,33.528491,-82.135236
Innovation Center,Innovation Center,Hull McKnight Georgia Cyber Innovation and Training Center,,12260,Augusta,33.479802,-81.970162
Innovation Center,Innovation Center,Augusta University Cyber Institute,,12260,Augusta,33.47552,-81.985919
Innovation Center,Innovation Center,Fort Gordon Cyber Command Center & Cyber Center of Excellence,,12260,Augusta,33.423055,-82.151453
Post Secondary,Technical College System of Georgia                                             ,Augusta Technical College,,12260,Augusta,33.418992,-82.048439
Post Secondary,STVT-AAI Education Inc.                                                         ,Platt College-Miller-Motte Technical-Augusta,,12260,Augusta,33.494994,-82.086986
Post Secondary,University System of Georgia                                                    ,Augusta University,,12260,Augusta,33.47037,-81.989071
Post Secondary,-2,Covenant College,,16860,Chattanooga,34.965161,-85.375066
Innovation Center,Innovation Center,Columbus State University Center for Cyber Defense Education,,17980,Columbus,32.463449,-84.994966
Post Secondary,Technical College System of Georgia                                             ,Columbus Technical College,,17980,Columbus,32.508076,-84.978551
Post Secondary,University System of Georgia                                                    ,Columbus State University,,17980,Columbus,32.50096,-84.94106
Post Secondary,Education Corporation of America                                                ,Virginia College-Columbus,,17980,Columbus,32.524964,-84.963466
Post Secondary,Technical College System of Georgia                                             ,North Georgia Technical College,,18460,Cornelia,34.639721,-83.530118
Post Secondary,Technical College System of Georgia                                             ,Lanier Technical College,,23580,Gainesville,34.330178,-83.777358
Post Secondary,-2,Mercer University,,31420,Macon,32.831787,-83.648295
Post Secondary,Education Corporation of America                                                ,Virginia College-Macon,,31420,Macon,32.812683,-83.679622
Post Secondary,STVT-AAI Education Inc.                                                         ,Platt College-Miller-Motte Technical-Macon,,31420,Macon,32.897821,-83.687065
Post Secondary,University System of Georgia                                                    ,Middle Georgia State University,,31420,Macon,32.808092,-83.732058
Post Secondary,University System of Georgia                                                    ,Georgia College & State University,,33300,Milledgeville,33.082787,-83.231962
Post Secondary,-2,Georgia Military College,,33300,Milledgeville,33.07944,-83.224211
Post Secondary,Technical College System of Georgia                                             ,Georgia Northwestern Technical College,,40660,Rome,34.224673,-85.171361
Post Secondary,-2,Shorter University,,40660,Rome,34.257543,-85.196529
Cyber Company,Private Company,Hill Top CyberSecurity (CNQ: GLL),"Gallagher Security Corp is a cybersecurity specialist company. It specializes in creating solutions to provide key organizational stakeholders with accurate and timely business intelligence to increase security posture and reduce risk. Further, it holds a military grade, cybersecurity platform for small-to-medium-sized businesses, comprising blockchain event validation, cyber tagging, incident response, and rapid restoration.",42340,Savannah,32.016802,-81.112838
Innovation Center,Innovation Center,Armstrong State University Center for Applied Cyber Education,,42340,Savannah,31.978313,-81.163001
Post Secondary,Education Management Corporation                                                ,South University-Savannah,,42340,Savannah,31.999571,-81.105435
Post Secondary,Technical College System of Georgia                                             ,Savannah Technical College,,42340,Savannah,32.023211,-81.114753
Post Secondary,University System of Georgia                                                    ,Savannah State University,,42340,Savannah,32.024781,-81.063377
Post Secondary,Education Management Corporation                                                ,South University‚ÄìSavannah Online,,42340,Savannah,31.999481,-81.105531
Post Secondary,Education Corporation of America                                                ,Virginia College-Savannah,,42340,Savannah,31.984308,-81.171138
Post Secondary,University System of Georgia                                                    ,Georgia Southern University,,44340,Statesboro,32.426153,-81.784045
Post Secondary,Technical College System of Georgia                                             ,Ogeechee Technical College,,44340,Statesboro,32.395767,-81.818517
Post Secondary,Technical College System of Georgia                                             ,Southern Regional Technical College,,45620,Thomasville,30.863799,-83.9514
Post Secondary,University System of Georgia                                                    ,Abraham Baldwin Agricultural College,,45700,Tifton,31.481889,-83.528281
Post Secondary,Technical College System of Georgia                                             ,Wiregrass Georgia Technical College,,46660,Valdosta,30.889221,-83.35381
Post Secondary,University System of Georgia                                                    ,Valdosta State University,,46660,Valdosta,30.847402,-83.289282
Post Secondary,-2,Brewton-Parker College,,47080,Vidalia,32.185718,-82.586136
Post Secondary,Technical College System of Georgia                                             ,Southeastern Technical College,,47080,Vidalia,32.20393,-82.365827
Cyber Company,Private Company,Odyssey Systems Consulting Group,Odyssey is an innovative small business committed to providing world class technical and management consulting services to public sector clients,47580,Warner Robins,32.613966,-83.678994
Post Secondary,Technical College System of Georgia                                             ,Central Georgia Technical College,,47580,Warner Robins,32.545341,-83.66765
Post Secondary,University System of Georgia                                                    ,Fort Valley State University,,47580,Warner Robins,32.537595,-83.89537
Post Secondary,Technical College System of Georgia                                             ,Coastal Pines Technical College,,48180,Waycross,31.212781,-82.3821
